user_id,item_id,action_id
118375,4105,1
107569,8204,1
175990,880,1
160582,9568,0
123400,4000,1
141649,3285,1
145316,1814,2
164403,6132,1
140626,2475,1
114872,9335,1
191144,7065,1
161870,2671,1
116142,7823,1
105757,9426,1
198744,820,1
181643,9742,1
163173,3518,1
198486,9114,1
126030,7635,1
161423,2579,1
125740,1664,1
185121,7076,1
163604,5482,1
131507,1007,1
138306,533,1
172606,1088,2
160249,4000,1
140375,2238,1
127527,4241,0
161393,3681,2
114920,2855,1
165647,5075,1
193542,6328,1
174648,1465,1
145316,5962,1
138313,7681,1
138309,3132,1
186276,5035,2
156131,1333,2
184303,4241,1
101862,7747,1
106658,3877,1
174059,3555,1
158398,7587,1
119995,6197,1
175990,3136,1
199692,1874,1
167165,3722,1
124702,5933,0
190066,8310,1
100397,5391,0
158112,2103,0
173337,3768,1
113717,5450,1
126030,6236,1
178504,471,1
167470,2545,2
167470,2472,1
154671,8584,1
122382,844,1
198075,4988,1
165264,729,1
142648,3173,1
135453,4283,1
194208,4358,1
135453,355,1
174648,7961,2
136254,8823,1
171196,2417,1
129276,1252,1
197028,1228,1
114208,4304,1
150296,878,1
155827,2381,1
168959,9517,1
198913,2219,1
117382,8934,1
113435,3025,1
176106,211,1
153862,4305,1
129276,9775,2
181055,7254,1
115028,3610,1
168427,1484,1
172747,7632,1
105392,692,1
136865,4445,1
148867,5242,1
142257,6670,1
113138,4907,1
166757,4712,1
155100,3990,1
161870,3387,1
168427,8395,1
173413,2444,1
118166,2909,1
121134,8624,1
194085,1883,1
191792,3608,1
135105,7541,1
102028,283,1
166052,1915,1
141990,7705,1
104341,257,0
123005,6186,1
119469,3674,1
195469,8054,1
135453,7209,1
160689,6352,1
142429,1188,1
119187,4497,2
114558,5197,1
165633,5834,1
111409,343,1
161870,568,0
156416,1003,1
144860,527,1
171062,4722,1
183053,399,1
108188,148,0
119187,6619,1
194974,5258,1
155936,9469,0
158112,9659,1
137827,1173,2
134965,5654,1
131697,5298,1
181344,3373,1
145598,5726,1
179780,1179,2
159350,50,1
195469,2444,1
164572,4282,1
193346,2103,0
181817,3482,1
192211,7442,1
174653,9516,2
141356,3200,2
193939,4094,1
176667,8436,1
142257,2899,0
154518,8730,1
198223,798,1
103294,3627,1
110424,2470,1
111954,878,1
169724,9195,1
152693,5152,1
130934,8604,1
155876,6514,2
164421,2748,0
145211,7498,1
167647,3068,1
137533,6723,1
122382,352,2
179894,2421,1
111729,8590,1
185981,1314,1
155950,7805,1
158950,5540,1
156469,3154,0
186018,7004,1
103659,8507,2
141356,3324,1
199966,4796,1
128578,2711,1
103205,9469,1
114558,9720,1
190986,148,1
184181,2771,1
126104,1673,0
157406,7494,1
195565,6707,1
118742,4508,2
111641,844,1
131374,8203,1
166823,7632,1
197147,8315,0
139269,7574,1
146878,4491,1
101862,2913,1
166409,1573,1
179482,8944,1
166409,143,1
124660,7722,1
148007,1597,1
131777,995,1
185507,5392,1
135138,7286,1
183355,1561,1
146458,427,1
197389,6707,1
171406,8048,2
181479,8507,1
169033,5423,2
167777,4073,2
120207,5811,1
143677,8669,1
154014,2113,1
108442,554,1
187958,3168,1
110078,7632,1
196570,7138,2
162980,4143,1
186887,403,1
126602,6422,1
127880,8730,1
116213,1752,1
107632,9568,0
154036,2855,2
159779,3078,1
169609,5373,2
168028,6782,0
172435,6827,1
195900,1624,1
190547,9592,1
182326,7085,0
134468,7307,1
160689,5992,1
199784,4951,1
138313,6022,1
140361,2771,1
172747,8100,1
136490,5929,1
130093,3129,0
120742,1555,1
168216,1452,1
191911,3959,2
144068,7254,1
191675,1652,2
172706,2823,2
194250,1814,1
124660,2310,0
165343,3559,2
183431,4011,1
118050,9529,1
153862,1413,0
166610,4105,1
184717,2545,1
103205,4949,1
110757,9140,1
141464,6422,1
115246,9426,1
178911,2681,1
124995,9958,2
180321,6388,1
186698,3959,1
120207,2499,1
155795,9927,1
105463,1521,1
117358,4790,1
154735,729,1
126602,4013,1
167777,8541,1
157502,8019,1
132620,399,0
196158,6476,0
113956,9455,1
134289,4722,1
137927,805,1
184173,6699,1
185334,7735,1
134200,4889,1
173580,4026,1
129097,74,1
183079,7565,1
173580,2358,1
166431,9857,1
135662,8313,1
109459,7197,1
191860,146,1
104450,8528,1
166610,4350,1
147821,427,1
123094,1614,1
199397,1228,1
126325,75,2
168733,9500,1
122206,3761,1
114741,2470,1
172719,427,1
103866,3555,1
139701,3901,1
166757,8604,1
161742,6653,0
126030,2015,1
149293,6892,1
172606,3833,1
175795,4814,1
123094,5121,1
105757,8100,2
127793,2701,1
191343,2579,1
107370,1056,1
109220,5007,2
175471,6854,1
194047,4239,1
115199,7162,1
199868,4475,1
182314,1013,1
115246,6035,1
144845,4373,1
175405,9240,1
167647,282,1
163524,4026,1
117326,3521,1
175776,9857,1
174018,3942,0
125254,5977,1
188913,2416,1
125747,1056,1
107452,360,0
138313,1413,2
169033,3874,1
166846,9862,1
172719,500,1
113199,9695,1
136634,8744,1
168887,4139,1
132661,2405,0
114845,2981,1
128587,4282,2
115175,4889,1
133159,3839,1
159524,1284,1
128705,471,1
124660,1003,1
125387,4438,1
123297,7307,1
186658,4649,2
145862,3707,1
185507,9958,1
114149,3729,1
126078,5400,1
137864,1599,1
164113,4247,1
117142,8944,1
111954,1521,1
149293,3071,1
100099,2103,1
111611,2236,1
103322,7076,1
190170,906,0
168427,4260,0
190072,5751,1
149944,7960,1
165369,3559,1
135959,9140,1
116793,190,1
175988,1916,1
163544,9122,1
132661,6424,1
115014,8537,2
159524,9410,1
149293,360,1
161607,3387,1
179482,9517,1
106710,146,1
153503,9905,1
143094,4814,1
151310,8453,1
171406,4495,0
111409,4799,1
172606,9733,2
123721,4949,1
176358,2015,1
100321,3768,1
194787,3771,1
168733,1505,0
120207,3073,1
107121,2544,1
165369,2358,1
109762,8938,1
149014,1454,0
109920,3876,1
165806,6957,1
191343,6927,1
176735,7204,1
118961,9135,1
156052,4171,1
125972,2113,1
188902,3078,1
135234,2219,1
140654,2622,0
175795,4649,0
151692,9569,1
197764,5035,0
141649,4939,1
100397,7985,1
193465,1228,1
134274,3864,2
113446,1599,1
189307,569,1
174298,8313,1
159115,3285,1
172435,866,1
173337,9805,1
148820,7618,1
115290,8329,1
180904,810,1
153503,1267,1
149014,365,0
154064,6302,1
114845,8744,2
166705,3375,0
144410,3620,1
115290,1874,1
150426,7656,1
186432,7232,2
142944,2224,0
180620,4550,1
156953,1179,1
122332,305,0
189532,5480,1
137379,2677,0
146038,6917,1
186002,5540,1
147209,9335,0
169609,9756,1
164200,4282,1
116142,6302,1
168733,4000,0
172435,1007,1
165457,4403,2
163783,4445,2
193847,9635,0
172706,6337,2
131507,1861,1
123698,8122,1
169539,8823,2
198644,1707,1
199772,9918,1
148714,5726,1
181479,4042,1
159524,5613,0
131697,3243,1
146807,9068,1
188902,7477,2
139269,1284,1
161423,2530,1
134274,7656,1
189704,1462,1
199868,1267,1
199868,5291,0
159452,7209,1
137379,5924,1
172706,3387,1
156633,8669,1
167307,3432,1
171406,7047,1
183053,2417,2
192460,2499,1
122332,6302,0
170303,5241,2
178279,6197,2
186002,5156,1
190709,4000,1
124076,9857,1
145139,4532,1
122322,8316,1
186698,4885,0
166757,9805,1
115246,918,1
186054,3096,2
110078,4282,0
166409,1593,1
148007,5962,1
197469,1682,1
151193,2102,1
128578,918,2
166705,8104,1
155983,3959,1
156953,8438,2
115799,6623,1
143127,8191,0
107709,7047,1
180904,4843,1
176025,3890,1
176825,9898,1
164730,9504,1
188563,6200,1
199772,5556,1
131507,810,0
104970,4068,1
120237,9250,1
168427,5434,1
149450,3129,1
153862,4532,1
196158,2300,1
164113,8117,1
107443,1907,1
143292,2310,2
130837,9659,1
165457,1056,1
174059,5075,1
121068,6843,1
167272,1861,1
183718,4241,1
114208,810,2
111912,7493,1
168267,7086,2
151692,3915,1
108188,5498,1
143141,678,0
192460,7738,0
175988,7764,2
118961,7735,1
193903,2383,1
153724,500,1
180745,3408,0
150787,4508,0
174739,3273,1
150430,7656,1
131678,7735,1
176362,3560,0
119995,1707,1
127997,8563,0
135435,4366,1
198223,4549,1
191854,6195,1
115199,2592,1
167001,2167,1
141356,5540,1
168267,9195,1
126380,6451,1
198075,6022,2
139724,6694,1
154671,6567,1
121894,1251,1
164113,1629,0
163482,2277,1
139269,9850,1
134795,3620,1
134918,5400,1
177339,3246,2
120745,1620,1
158112,9195,1
109762,9805,1
159549,5704,1
166409,9135,0
142429,6658,1
177490,3674,1
168887,327,1
126380,9720,2
164730,2238,1
125230,6988,1
121269,6827,0
140646,6658,1
173548,8980,1
112581,1056,2
169208,9903,1
105200,4993,1
175636,2541,0
130837,3229,1
166823,8282,1
172596,1521,1
141262,9516,1
179962,4939,1
182392,2748,1
189532,6890,1
191911,8048,1
189203,8203,0
191643,4139,1
136333,2855,1
171879,5197,1
158236,2202,1
179780,9195,1
109315,2409,1
104172,1897,1
128776,5929,1
187598,9851,1
142257,6812,2
154182,2674,1
156108,3285,1
127930,6099,1
130180,2622,1
125678,3740,2
138306,1199,1
142736,2990,0
163598,554,1
125011,3200,2
144410,7618,1
154997,2742,1
131374,1413,1
186887,181,2
183079,8315,1
183535,3185,1
194974,534,1
111741,4164,0
141024,5726,1
156416,7735,2
116638,3826,2
121894,5556,1
167001,5029,1
190767,996,1
191903,5876,1
118742,7307,1
169208,1561,0
146849,3463,1
111006,9187,2
114149,2219,1
118347,4011,0
171767,123,1
184702,4508,2
120237,4409,0
198716,7705,2
148820,2035,1
125011,7138,1
121968,2948,0
102510,8268,1
171879,4359,1
130572,8537,1
143758,8136,1
164730,3815,1
170596,9086,1
100696,3025,1
194047,8624,1
140626,3691,1
179894,5756,1
142382,1861,0
116581,8730,2
142944,2170,1
198486,4068,1
165457,3831,1
145927,8203,1
103205,5654,1
198644,3481,1
157699,6888,1
134020,7401,1
168267,9517,1
144227,2544,1
177922,7696,1
135234,4164,1
176251,3826,1
173758,6890,1
109220,2676,1
104172,6782,1
166310,1918,1
174059,6197,1
170440,8537,1
112979,8752,1
111912,1708,1
153724,2236,1
190072,490,1
181643,6888,1
168959,403,1
143094,9242,1
131374,4350,1
175471,7415,1
170941,6422,1
176267,7851,1
126380,1521,1
165262,1560,1
173216,8494,1
126325,6958,1
139622,4397,1
181109,9903,1
195927,7793,0
167426,3243,1
135959,6180,1
183790,9903,0
128587,7888,0
163482,1569,1
175917,87,1
156953,4026,1
173416,8428,1
148007,534,2
177922,860,0
156052,4907,1
116142,2503,0
141924,8048,1
114842,3136,1
118386,4013,1
105757,5029,1
193882,7076,1
176989,1427,1
165262,8136,1
147209,3071,1
173413,4270,1
105463,3731,1
162980,553,0
186658,5962,1
171370,4890,0
107443,7674,0
152181,4233,1
156912,9635,1
180620,2381,1
166069,3691,1
124623,2444,1
181055,2754,1
125747,7045,0
113717,3281,1
133166,4502,1
187508,8721,1
125878,3771,1
168154,2068,1
190711,7574,1
144055,6302,0
144227,7047,1
104677,8438,1
176362,8940,1
108665,3518,1
103719,9704,1
179894,1915,1
174653,678,1
196635,5583,1
126117,1897,1
166705,8428,1
195469,6195,1
131940,6293,1
167777,2277,1
109762,6699,1
147300,3602,1
193005,2996,0
121134,4869,1
131940,4780,1
163032,4438,0
114741,1596,1
152693,6022,2
116362,1151,1
199868,3375,1
194281,3146,1
108290,1907,1
107749,2754,1
174677,4712,0
197302,2530,1
167001,2300,1
155088,798,1
174455,7197,1
143127,6494,1
155876,4984,1
199868,4196,1
105433,8541,1
155950,3200,1
181479,7041,1
174059,8453,1
157406,7632,0
133531,5748,2
123698,7949,1
173187,5811,1
199077,7785,2
166103,1333,2
196570,7625,0
159353,2545,1
178279,6890,1
181109,906,1
107655,9568,1
161115,2499,1
184760,3790,2
181109,7652,0
126602,2416,1
121134,5748,1
184621,166,1
174305,3555,1
128587,7194,1
181024,5798,0
187712,5567,1
117326,3674,0
101292,9805,1
181107,1859,1
109693,6812,1
153503,2417,1
162872,7722,1
120678,9927,1
128587,5704,0
122563,9216,1
127793,8104,1
136254,6232,1
134468,3313,1
154282,4884,1
188902,8590,1
167834,2405,1
188631,8157,0
148052,3839,1
147967,3542,1
145862,3227,2
107709,9898,1
129730,4444,1
119114,2330,1
117061,4482,1
125972,499,1
161742,1181,1
152606,5800,1
113014,7941,1
195530,9659,1
165343,3096,1
183354,3886,2
113952,6180,0
177490,8823,1
115028,6230,0
114209,2066,1
115795,6694,1
109459,906,1
191780,64,1
133159,2259,1
100696,5522,1
172257,1561,0
172767,8922,1
142382,5291,1
109693,9604,1
148908,6732,1
116638,8746,1
169270,2909,0
181479,515,1
116213,7060,2
110675,7981,1
105921,1333,1
101079,6195,2
154036,3227,1
173992,9788,0
163783,4032,1
121977,5323,1
160582,2761,1
191911,8114,0
124995,5152,1
186480,6357,0
105433,4835,1
171370,2780,1
124076,2761,1
103233,4695,1
194250,1304,1
187748,5391,2
188108,568,1
107745,9871,0
193190,9802,1
122206,3839,1
118166,3246,1
105258,4887,1
171406,7747,1
153724,3722,1
110424,365,0
109459,5751,1
129852,8122,1
165633,6447,0
106247,2751,1
156131,1260,1
103790,4397,1
184303,8833,2
164527,7565,1
138309,9775,1
173216,5498,1
195008,3134,1
158398,1260,1
167768,4749,1
106861,8692,1
168028,3877,1
170002,8329,1
116638,2188,1
167165,7477,1
165343,6127,1
183774,4008,1
198220,7785,1
106442,6728,2
107059,6099,1
122332,7477,1
119995,4270,1
137756,5993,1
103244,305,1
113952,2188,0
104058,692,0
127930,6447,1
157406,179,1
172192,4984,0
154128,8268,1
135105,6328,1
191860,810,1
120745,3542,2
186432,8932,1
102180,568,2
147542,7981,2
183790,4305,2
114741,6357,1
109220,8744,1
189532,6246,1
166610,5704,1
183022,4560,1
131374,2761,0
187748,1007,1
132661,7162,1
106247,4780,1
145933,601,1
183053,9114,0
115621,6195,2
191968,8537,0
154014,1597,0
174844,6388,1
143277,8903,1
118375,9410,1
115552,4476,2
147373,2383,1
101292,6675,1
136377,9680,1
166705,8507,1
192163,9421,1
133166,9242,1
155100,4885,1
173248,3602,1
194208,5935,1
129097,462,1
166757,7674,1
122266,8563,1
145940,4632,1
124660,8507,1
114741,9297,1
186858,2103,1
173187,628,1
192503,5834,1
107709,4282,1
150426,2503,1
187876,283,1
117267,4550,1
184173,9539,1
146849,9989,1
119187,7888,1
125387,7267,1
118386,1884,1
101862,7785,2
110962,2470,1
136865,8157,1
115316,3790,1
122322,5391,1
156108,3154,1
119187,1664,1
105343,2282,1
117213,4804,1
103137,1180,1
144845,6185,0
128776,7949,1
195094,3373,1
183535,1629,0
110029,5751,1
115290,4068,1
129685,3281,1
155936,6110,1
154671,4495,1
147967,7639,1
118961,9994,1
174298,6422,1
141885,2948,1
155950,5083,1
109220,2754,1
111611,7764,1
184717,1333,1
125387,9204,1
183774,9592,1
175471,7047,1
181846,3831,1
154014,5876,1
132620,2330,1
133159,5064,0
141649,3563,1
120745,2235,1
122266,8727,1
151310,9433,1
155350,2780,2
165932,311,1
115795,9469,1
136333,674,0
169825,9604,0
115552,4008,1
120855,5704,1
175405,6567,1
127431,9068,1
152606,2675,2
196642,6432,1
137533,1427,1
197469,5867,1
129480,2681,1
155936,527,1
104017,1673,1
119187,8464,1
180321,4042,1
117556,9592,0
168190,4508,2
114430,3559,1
144015,6132,1
172706,4993,1
199089,2544,1
141689,7688,1
143277,5339,1
158112,8537,1
160839,4239,0
110728,2421,1
181846,5197,1
155876,6185,0
166680,1350,1
183207,2282,1
118371,8679,1
144227,2660,1
126996,7531,1
154251,1861,0
109459,5628,1
173216,2384,1
135331,8895,1
143677,9756,1
117267,5556,1
131940,1593,0
135959,2246,1
136377,7121,1
148867,6119,1
143094,5400,1
139701,4011,1
114292,9517,1
144040,5929,1
116054,479,1
171331,4804,1
134489,9805,1
178504,3886,1
134369,583,1
172809,8690,1
166069,3542,1
152181,2771,1
110227,9195,1
172596,2671,0
112581,4790,1
193542,6892,1
149645,6723,1
152693,2771,1
163482,8042,1
168733,3555,1
117676,2330,1
149051,8557,1
135417,3146,1
199397,9216,1
101079,5075,0
144794,6732,1
163482,9778,1
128587,9778,0
173548,8165,1
102180,5585,2
150450,6514,1
144845,8106,1
107493,8048,1
130011,8268,1
197389,6181,0
166409,3037,1
106247,7635,1
108671,1593,2
128578,2066,2
110029,1916,0
199397,3006,0
181285,4885,1
185884,515,1
130803,1333,0
181643,343,1
166823,282,1
170374,3168,1
115246,2711,1
106442,2568,1
120745,7197,1
198716,7011,1
192311,5502,1
107709,2823,1
119565,305,1
119114,7946,1
118329,283,1
123313,5993,1
140425,7738,1
190986,2202,1
110962,9857,2
161895,3375,0
175621,6236,1
101539,3915,1
143677,7580,2
122061,7401,0
199966,7332,0
119824,7673,1
151310,4907,1
140362,2103,1
176819,2499,2
165657,9187,1
139701,8413,1
187826,4853,1
148007,2282,0
190920,533,1
176251,2551,1
137756,6236,0
181186,4495,1
113138,6526,1
103294,7086,2
183431,1505,1
131105,6957,0
176106,7970,1
105200,7782,1
154997,2401,1
175471,2579,1
137533,2780,1
120038,9679,1
175910,1811,1
159524,4445,1
113446,9118,1
172719,9455,1
158398,9046,1
163032,7639,1
194237,3244,1
191675,7477,2
119925,4951,1
181109,6723,1
180264,2924,1
193346,3826,1
105200,678,1
130801,9469,1
176358,9455,1
196642,2476,1
132675,2948,1
160705,7696,1
148471,9577,1
196124,9204,1
183774,7194,1
129685,9577,1
113403,4801,1
156108,9958,1
165806,7641,1
168190,2102,1
165806,2843,1
109920,4105,0
181479,1505,1
115246,190,0
109466,4799,1
126996,8584,1
104058,311,0
144055,6476,1
140425,283,1
130011,3146,1
186276,3134,0
104970,8428,1
100164,313,1
165932,2761,1
140425,4502,1
155088,6844,1
162980,3722,1
145598,8453,1
118161,4305,1
148717,500,1
152515,7641,1
101862,7888,1
131429,3454,1
142138,5493,1
198220,9756,1
197686,5126,0
172710,1188,1
162980,2266,1
118343,1199,0
162736,6723,1
157920,3831,1
164403,7911,1
113717,805,1
111244,3146,1
125011,9128,1
150430,6888,1
133159,3073,1
121950,9673,1
178581,4476,1
196544,6127,1
114218,21,1
124702,1620,2
196383,2551,1
138573,3093,1
112421,282,1
131697,2996,0
118961,2855,1
172606,3373,0
123005,3518,1
175917,138,1
155350,5029,1
160689,1180,1
191675,2899,1
156244,7085,1
181643,3168,1
110401,5552,2
173216,1350,1
180904,3874,1
101079,2948,1
190767,8111,1
166052,4939,1
114394,4366,1
110424,4241,1
118050,8537,1
109080,1708,1
132661,8938,1
122206,534,1
197028,3482,1
120030,6658,1
113112,5748,1
154268,4097,1
167426,283,0
154128,1462,0
108665,5756,1
147967,9679,1
165657,601,1
131817,3912,1
121134,5613,1
